author,title,description,url,urlToImage,date,content,source.id,source.name,symbol,result
Ashish Mishra,DLF likely to launch first phase of its Andheri project before June 2024,The first phase of the project consists of 1 million square feet of development and is being developed in partnership with the Trident Group.,https://www.moneycontrol.com/news/business/real-estate/dlf-likely-to-launch-first-phase-of-its-andheri-project-before-june-2024-11892421.html,https://images.moneycontrol.com/static-mcnews/2023/11/Mumbai-770x390.jpeg,2023-12-12,"Real estate developer DLF Limited is likely to launch the first phase of its Andheri West project before June 2024, a senior company executive said.
The first phase of the project consists of 1 mill… [+2921 chars]",,Moneycontrol,DLF,1.0
Mehul R Thakkar,Nagpurâs MIHAN-SEZ asks DLF to return allotted 140 acres over failure to begin work 15 years on,Nagpur real estate news: MIHAN-SEZ authorities said they are still open to facilitating the project provided DLF furnishes solid plans for project development.,https://www.moneycontrol.com/news/business/real-estate/nagpurs-mihan-sez-asks-dlf-to-return-allotted-140-acres-over-failure-to-begin-work-15-years-on-11931511.html,https://images.moneycontrol.com/static-mcnews/2023/12/Nagpur-real-estate-580x435.jpg,2023-12-21,"The Special Economic Zone (SEZ) at Nagpur, the Multi Modal international Cargo Hub and Airport at Nagpur (MIHAN) in Maharashtra has asked the Gurugram-headquartered DLF to return the 140 acres land i… [+2892 chars]",,Moneycontrol,DLF,0.0
Ashish Mishra,"DLF launches commercial in Gurugram, low-rise township in Panchkula; aims revenue of Rs 1,400 cr","The Gurugram project âCentral 67â is a commercial plotted development having shop-cum-office plots spread across 8.6 acres in Sector 67, while the low-rise township âThe Valley Orchardâ in Panchkula is spread across 15.83 acres",https://www.moneycontrol.com/news/business/real-estate/dlf-launches-commercial-in-gurugram-low-rise-township-in-panchkula-aims-revenue-of-rs-1400-cr-11933481.html,https://images.moneycontrol.com/static-mcnews/2023/12/WhatsApp-Image-2023-12-20-at-11.44.42-AM-647x435.jpeg,2023-12-20,"Listed real estate developer DLF Limited has announced the launch of a commercial plotted development project in Gurugram and a low-rise residential township in Panchkula, both in Haryana, having a c… [+3166 chars]",,Moneycontrol,DLF,1.0
Bloomberg,"Property wins big, Adani lags in stellar year for Indian stocks","Robust economic growth, an infrastructure push and a pause in interest-rate increases have helped propel its equity market to successive highs.",https://www.moneycontrol.com/news/business/property-wins-big-adani-lags-in-stellar-year-for-indian-stocks-11959711.html,https://images.moneycontrol.com/static-mcnews/2023/12/Stock-Market-1-7-770x433.jpg,2023-12-27,"Indian equities are set to end the year with a record winning streak, with the drivers of the rally transcending the nations largest companies.
Robust economic growth, an infrastructure push and a p… [+3725 chars]",,Moneycontrol,DLF,0.0
ETMarkets.com,DLF shares up 1.25% as Nifty gains,"A total of 194,699 shares changed hands on the counter till 11:16AM (IST).",https://economictimes.indiatimes.com/markets/stocks/stock-watch/dlf-shares-up-1-25-as-nifty-gains/articleshow/106173169.cms,"https://img.etimg.com/thumb/msid-83772914,width-1200,height-630,imgsize-273990,overlay-etmarkets/photo.jpg",2023-12-21,"NEW DELHI: Shares of DLF Ltd. traded 1.25 per cent up in Thursday's trade at 11:16AM (IST). Around 194,699 shares changed hands on the counter. The counter opened at Rs 679.95 and touched an intraday… [+1268 chars]",the-times-of-india,The Times of India,DLF,0.0
ETMarkets.com,DLF shares down 0.35% as Nifty gains,"A total of 117,471 shares changed hands on the counter till 12:18PM (IST).",https://economictimes.indiatimes.com/markets/stocks/stock-watch/dlf-shares-down-0-35-as-nifty-gains/articleshow/105924903.cms,"https://img.etimg.com/thumb/msid-83721067,width-1200,height-630,imgsize-421641,overlay-etmarkets/photo.jpg",2023-12-12,"NEW DELHI: Shares of DLF Ltd. traded 0.35 per cent down in Tuesday's trade at 12:18PM (IST). Around 117,471 shares changed hands on the counter. The stock opened at Rs 667.6 and touched an intraday h… [+1282 chars]",the-times-of-india,The Times of India,DLF,1.0
ETMarkets.com,Shares of DLF rise as Nifty drops,"On the technical charts, the 200-day moving average of the stock stood at Rs 491.06.",https://economictimes.indiatimes.com/markets/stocks/stock-watch/shares-of-dlf-rise-as-nifty-drops/articleshow/105950904.cms,"https://img.etimg.com/thumb/msid-83800143,width-1200,height-630,imgsize-287158,overlay-etmarkets/photo.jpg",2023-12-13,Shares of DLF Ltd. gained 0.44 per cent to Rs 665.4 in Wednesday's trade as of 10:30AM (IST). It hit a high of Rs 672.5 and low of Rs 664.15 during the session. The stock quoted a 52-week high price … [+1014 chars],the-times-of-india,The Times of India,DLF,0.0
ETMarkets.com,DLF shares down 0.37% as Nifty gains,The stock quoted a 52-week high price of Rs 722.95 and low of Rs 336.55.,https://economictimes.indiatimes.com/markets/stocks/stock-watch/dlf-shares-down-0-37-as-nifty-gains/articleshow/106286271.cms,"https://img.etimg.com/thumb/msid-83735827,width-1200,height-630,imgsize-166342,overlay-etmarkets/photo.jpg",2023-12-26,"Shares of DLF Ltd. rose 0.37 per cent to Rs 713.2 in Tuesday's trade. It hit an intraday high of Rs 722.95 and low of Rs 711.85, respectively, during the day. The stock quoted a 52-week high price of… [+1416 chars]",the-times-of-india,The Times of India,DLF,1.0
ETMarkets.com,DLF shares rise 2.53 per cent in Monday's trading session,The Relative Strength Index of the stock stood at 74.82 on Monday.,https://economictimes.indiatimes.com/markets/stocks/stock-watch/dlf-shares-rise-2-53-per-cent-in-mondays-trading-session/articleshow/105891566.cms,"https://img.etimg.com/thumb/msid-83515267,width-1200,height-630,imgsize-853209,overlay-etmarkets/photo.jpg",2023-12-11,"Shares of DLF Ltd. rose 2.53 per cent to Rs 666.7 in Monday's trade as of 10:20AM (IST) even as the benchmark Nifty ruled at 21000.2, up 30.8 points. The scrip had closed at Rs 650.2 in the previous … [+1129 chars]",the-times-of-india,The Times of India,DLF,0.0
ETMarkets.com,DLF shares rise 0.6 per cent in Wednesday's trading session,The Relative Strength Index of the stock stood at 72.34 on Wednesday.,https://economictimes.indiatimes.com/markets/stocks/stock-watch/dlf-shares-rise-0-6-per-cent-in-wednesdays-trading-session/articleshow/106313328.cms,"https://img.etimg.com/thumb/msid-83735827,width-1200,height-630,imgsize-166342,overlay-etmarkets/photo.jpg",2023-12-27,"Shares of DLF Ltd. rose 0.6 per cent to Rs 719.0 in Wednesday's trade as of 12:12PM (IST) even as the benchmark Nifty ruled at 21594.35, up 153.0 points. The scrip had closed at Rs 714.7 in the previ… [+1135 chars]",the-times-of-india,The Times of India,DLF,0.0
ETMarkets.com,DLF shares up 1.24% as Sensex rises,"A total of 67,397 shares changed hands on the counter till 10:20AM (IST)",https://economictimes.indiatimes.com/markets/stocks/stock-watch/dlf-shares-up-1-24-as-sensex-rises/articleshow/105828944.cms,"https://img.etimg.com/thumb/msid-83797651,width-1200,height-630,imgsize-32000,overlay-etmarkets/photo.jpg",2023-12-08,"Shares of DLF Ltd. gained 1.24 per cent to Rs 656.8 in Friday's session as of 10:20AM (IST) even as the equity benchmark Sensex traded 300.57 points higher at 69822.26. Earlier in the day, the stock … [+1642 chars]",the-times-of-india,The Times of India,DLF,1.0
ETMarkets.com,Share price of DLF jumps as Sensex gains 821.2 points,"Promoters held 74.08 per cent stake in the company as of 30-Sep-2023, while FII and DII ownership stood at 15.89 per cent and 3.92 per cent, respectively.",https://economictimes.indiatimes.com/markets/stocks/stock-watch/share-price-of-dlf-jumps-as-sensex-gains-821-2-points/articleshow/105979546.cms,"https://img.etimg.com/thumb/msid-83746920,width-1200,height-630,imgsize-779300,overlay-etmarkets/photo.jpg",2023-12-14,The share price of DLF Ltd. gained 1.97 per cent to Rs 687.35 at 10:56AM (IST) in Thursday's trade. The stock has hit a high of Rs 689.55 and low of Rs 682.0 so far during the session. The stock had … [+1315 chars],the-times-of-india,The Times of India,DLF,0.0
Livemint,"DLF sells independent floors, commercial plots worth ₹1,400 crore in Gurugram, Panchkula",The prices of plots in ‘Central 67’ project in Gurugram ranged between  ₹7 crore and  ₹25 crore,https://www.livemint.com/companies/news/dlf-sells-independent-floors-commercial-plots-worth-rs-1-400-crore-in-gurugram-panchkula-11703071349955.html,https://www.livemint.com/lm-img/img/2023/12/20/1600x900/dlf_1703075226356_1703075226636.JPG,2023-12-20,"Amid strong property demand, DLF Ltd has sold independent floors and commercial plots for around 1,400 crore in Gurugram and Panchkula, in Haryana, the realty firm said on Wednesday.
 DLF said that … [+1999 chars]",,Livemint,DLF,1.0
Ashish Mishra,NRIs likely to account for 20% of DLFâs total sales in FY23-24: Joint MD Aakash Ohri,"Ohri said that Indian diaspora across the world, including in the US, Middle East, South East Asia, Australia and Canada, had purchased homes in different DLF projects.",https://www.moneycontrol.com/news/business/real-estate/nris-likely-to-account-for-20-of-dlfs-total-sales-in-fy23-24-joint-md-aakash-ohri-11987701.html,https://images.moneycontrol.com/static-mcnews/2022/12/DLF-Ltd-770x433.jpg,2024-01-02,"The share of NRI investments in the total sales of listed real estate developer DLF Limited is likely to rise to around 20 percent in the current fiscal year, Aakash Ohri, Joint MD and Chief Business… [+2365 chars]",,Moneycontrol,DLF,1.0
Abhishek Law,Home buying among top five priorities now: Aakash Ohri,"Real estate investment & home-buying is among the top priorities now, with buyers ready to exercise caution & demand market corrections.",https://www.thehindubusinessline.com/news/real-estate/home-buying-among-top-five-priorities-now-aakash-ohri/article67674226.ece,https://bl-i.thgim.com/public/incoming/6sk95b/article67674209.ece/alternates/LANDSCAPE_1200/6578_1_9_2023_18_31_43_3_NDBL_3_1_9_23.JPG,2023-12-25,"Indias residential real estate saw a good year in 2023, both in term of launches and demand. And the current trends indicate a good 2024 too, says Aakash Ohri, Joint Managing Director and Chief Busin… [+2358 chars]",,BusinessLine,DLF,
Abhishek Law,Home buying among top five priorities now: Aakash Ohri,"Real estate investment & home-buying is among the top priorities now, with buyers ready to exercise caution & demand market corrections.",https://www.thehindubusinessline.com/news/home-buying-among-top-five-priorities-now-aakash-ohri/article67674226.ece,https://bl-i.thgim.com/public/incoming/xyalzl/article67674209.ece/alternates/LANDSCAPE_1200/6578_1_9_2023_18_31_43_3_NDBL_3_1_9_23.JPG,2023-12-25,"Indias residential real estate saw a good year in 2023, both in term of launches and demand. And the current trends indicate a good 2024 too, says Aakash Ohri, Joint Managing Director and Chief Busin… [+2358 chars]",,BusinessLine,DLF,
ETMarkets.com,Stock market update: Nifty Realty index advances 0.03% in an upbeat market,The Nifty Realty index was trading 0.03 per cent  up  at 770.3.,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-realty-index-advances-0-03-in-an-upbeat-market/articleshow/106340503.cms,"https://img.etimg.com/thumb/msid-83772708,width-1200,height-630,imgsize-284734,overlay-etmarkets/photo.jpg",2023-12-28,"NEW DELHI: The Nifty Realty index traded positive around 11:20AM(IST)on Thursday in an upbeat market. Mahindra Lifespace Developers Ltd.(up 0.77 per cent), Oberoi Realty Ltd.(up 0.56 per cent), Prest… [+1065 chars]",the-times-of-india,The Times of India,DLF,0.0
ETMarkets.com,Stock market update: Nifty Realty index falls 0.71%,The Nifty Realty index closed 0.71 per cent  down  at 767.05.,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-realty-index-falls-0-71/articleshow/106023453.cms,"https://img.etimg.com/thumb/msid-77922857,width-1200,height-630,imgsize-132855,overlay-etmarkets/photo.jpg",2023-12-15,"NEW DELHI: The Nifty Realty index closed on a negative note on Friday. Shares of Swan Energy Ltd.(up 2.54 per cent), Sobha Ltd.(up 1.45 per cent), DLF Ltd.(up 0.82 per cent) and Brigade Enterprises L… [+1011 chars]",the-times-of-india,The Times of India,DLF,0.0
ETMarkets.com,Stock market update: Nifty Realty index advances 0.24%,The Nifty Realty index closed 0.24 per cent  up  at 764.9.,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-realty-index-advances-0-24/articleshow/106294602.cms,"https://img.etimg.com/thumb/msid-78620279,width-1200,height-630,imgsize-275381,overlay-etmarkets/photo.jpg",2023-12-26,"NEW DELHI: The Nifty Realty index closed on a positive note on Tuesday. Shares of Macrotech Developers Ltd.(up 1.66 per cent), Mahindra Lifespace Developers Ltd.(up 1.51 per cent), Godrej Properties … [+1045 chars]",the-times-of-india,The Times of India,DLF,1.0
ETMarkets.com,Stock market update: Nifty Realty index advances 0.73% in a weak market,The Nifty Realty index was trading 0.73 per cent  up  at 783.05.,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-realty-index-advances-0-73-in-a-weak-market/articleshow/106468283.cms,"https://img.etimg.com/thumb/msid-78620279,width-1200,height-630,imgsize-275381,overlay-etmarkets/photo.jpg",2024-01-02,"NEW DELHI: The Nifty Realty index traded positive around 10:29AM(IST)on Tuesday in a weak market. Phoenix Mills Ltd.(up 0.63 per cent), Prestige Estates Projects Ltd.(up 0.1 per cent) and Brigade Ent… [+985 chars]",the-times-of-india,The Times of India,DLF,1.0
ETMarkets.com,Stock market update: Nifty Realty index advances 0.34% in an upbeat market,The Nifty Realty index was trading 0.34 per cent  up  at 758.25.,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-realty-index-advances-0-34-in-an-upbeat-market/articleshow/106142777.cms,"https://img.etimg.com/thumb/msid-83209716,width-1200,height-630,imgsize-107089,overlay-etmarkets/photo.jpg",2023-12-20,"NEW DELHI: The Nifty Realty index traded positive around 10:30AM(IST)on Wednesday in an upbeat market. Swan Energy Ltd.(up 1.76 per cent), Sobha Ltd.(up 1.08 per cent), Phoenix Mills Ltd.(up 0.64 per… [+935 chars]",the-times-of-india,The Times of India,DLF,1.0
ETMarkets.com,Stock market update: Nifty Realty index falls 0.15% in an upbeat market,The Nifty Realty index was trading 0.15 per cent  down  at 771.4.,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-realty-index-falls-0-15-in-an-upbeat-market/articleshow/106010106.cms,"https://img.etimg.com/thumb/msid-82697732,width-1200,height-630,imgsize-184256,overlay-etmarkets/photo.jpg",2023-12-15,"NEW DELHI: The Nifty Realty index traded negative around 10:34AM(IST)on Friday in an upbeat market. Brigade Enterprises Ltd.(up 4.02 per cent), Swan Energy Ltd.(up 2.86 per cent), Sobha Ltd.(up 1.57 … [+1026 chars]",the-times-of-india,The Times of India,DLF,0.0
ETMarkets.com,Stock market update: Nifty Realty index advances 0.36% in an upbeat market,The Nifty Realty index was trading 0.36 per cent  up  at 765.8.,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-realty-index-advances-0-36-in-an-upbeat-market/articleshow/106281262.cms,"https://img.etimg.com/thumb/msid-77922857,width-1200,height-630,imgsize-132855,overlay-etmarkets/photo.jpg",2023-12-26,"NEW DELHI: The Nifty Realty index traded positive around 10:14AM(IST)on Tuesday in an upbeat market. Macrotech Developers Ltd.(up 1.75 per cent), Godrej Properties Ltd.(up 0.98 per cent), Prestige Es… [+1041 chars]",the-times-of-india,The Times of India,DLF,1.0
